Competition,Match,Date,Start Time,Innings,Over,Ball,Innings Ball,Batter,Batter ID,Bowler,Bowler ID,Runs,Extra Runs,Bowler Extra Runs,Extra,Penalty Runs,Runs Awarded To,Penalty,Ball Outcome,Line,Length,Shot,Feet,Secondary Feet,Connection,Delivery,Speed,Appeal Type,On-Field Decision,Referral Decision,Wicket,Dismissed Batter,FieldX,FieldY,ArrivalX,ArrivalY,Events,User Events,Around the Wicket,Keeper Up,Fielder1,Fielder1 Events,Fielder1 Position,Fielder2,Fielder2 Events,Fielder2 Position,Fielder3,Fielder3 Events,Fielder3 Position,Fielder4,Fielder4 Events,Fielder4 Position,Batting Hand,Bowler Type,Timestamp,Runs Saved or Lost,Toss Won By,Toss Decision,Ground End,Non-Striker,Non-Striker ID,Team Runs,Team Wickets,Batting Position,Power Play,Day,Session,Pitch Number,Umpire,Result,Winning Team,Losing Team,Batting Team,Bowling Team,Venue,North Boundary,South Boundary,East Boundary,West Boundary,User,Analysis Key Moment,Video Key Moment,Breaks,Temperature C,Humidity,Pressure hPa,Legal Ball,Actual Ball,Free Hit,Partnership Number,Cumulative Batter Balls,Cumulative Batter Runs,Bowling Spell,Bowling Over In Spell,Batter Coming In Over,Run Rate At Start,Run Rate After,Req Run Rate At Start,Req Run Rate After,PitchX,PitchY,ReleaseX,ReleaseY,ReleaseZ,BounceSpeed,StumpSpeed,DropSpeed,ImpactX,ImpactY,ImpactZ,LandingX,LandingY,Deviation,SwingAngle,DropAngle,BounceAngle,ReleaseAngle,ReleaseAccelerationY,ReleaseAccelerationZ,PastX,PastY,PastZ,Speed Radar,Speed External,Analyst Pitch Length,Analyst Pitch Line,External PitchX,External PitchY,Analyst Arrival Line,Analyst Arrival Height,Ball Type,Ball Colour,Pitchside Fielder 1 X,Pitchside Fielder 1 Y,Pitchside Fielder 2 X,Pitchside Fielder 2 Y,Pitchside Fielder 3 X,Pitchside Fielder 3 Y,Pitchside Fielder 4 X,Pitchside Fielder 4 Y,Pitchside Fielder 5 X,Pitchside Fielder 5 Y,Pitchside Fielder 6 X,Pitchside Fielder 6 Y,Pitchside Fielder 7 X,Pitchside Fielder 7 Y,Pitchside Fielder 8 X,Pitchside Fielder 8 Y,Pitchside Fielder 9 X,Pitchside Fielder 9 Y
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,13,2,74,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,C McDonald,f575247a-adb4-4ca9-8a52-a020f0bf6ff8,4,0,0,,,,,,Leg,Length,Pull,Back Foot,,Middled,In Swinger,,,,,,,329,73,40.15319148936169,98.7837069908814,Keeper Up,Rotational,No,Yes,,,,,,,,,,,,,RHB,LM,20250615 16:51:48.54,0,Northamptonshire Steelbacks Women,Bowl,David Capel,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,57,7,6,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,2,No,8,27,31,3,1,6,4.36,4.62,8.43,8.09,6.711,0.136,,,,,,,,,,,,,,,,,,,,,,,,6.711,0.136,,,0.3491581868640147,0.858988756442447,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,13,3,75,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,C McDonald,f575247a-adb4-4ca9-8a52-a020f0bf6ff8,0,0,0,,,,,,Leg,Back Of Length,Cut,Back Foot,,Bottom Edge,No Movement,,,,,,,170,136,-53.24255319148938,75.01298358662612,"Keeper Up,Edge",Rotational,No,Yes,MK Pittman,Drop Catch - Easy,Wicketkeeper,,,,,,,,,,RHB,LM,20250615 16:51:48.61,0,Northamptonshire Steelbacks Women,Bowl,David Capel,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,57,7,6,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,3,No,8,28,31,3,1,6,4.62,4.56,8.09,8.27,7.768,0.013,,,,,,,,,,,,,,,,,,,,,,,,7.768,0.013,,,-0.46297872340425544,0.6522868137967489,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,13,4,76,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,C McDonald,f575247a-adb4-4ca9-8a52-a020f0bf6ff8,0,1,1,Wide,,,,,Leg Wide,Length,Flick,Back Foot,,Missed,In Swinger,,,,,,,176,142,70.28085106382991,85.20043647416406,"Keeper Up,Play and Miss",Rotational,No,Yes,MK Pittman,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,LM,20250615 16:52:59.93,0,Northamptonshire Steelbacks Women,Bowl,David Capel,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,58,7,6,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,No,4,No,8,28,31,3,1,6,4.56,4.64,8.27,8.13,6.221,0.299,,,,,,,,,,,,,,,,,,,,,,,,6.221,0.299,,,0.6111378353376514,0.7408733606449049,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,13,5,76,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,C McDonald,f575247a-adb4-4ca9-8a52-a020f0bf6ff8,0,0,0,,,,,,Leg,Length,On Side Drive,Front Foot,,Inside Edge,No Movement,,,,,,,186,161,-32.15319148936169,71.61716595744667,"Keeper Up,Edge",Aggressive,No,Yes,MK Pittman,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,LM,20250615 16:53:01.267,0,Northamptonshire Steelbacks Women,Bowl,David Capel,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,58,7,6,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,4,No,8,29,31,3,1,6,4.64,4.58,8.13,8.32,6.177,0.013,,,,,,,,,,,,,,,,,,,,,,,,6.177,0.013,,,-0.27959296947271034,0.6227579648473623,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,13,6,77,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,C McDonald,f575247a-adb4-4ca9-8a52-a020f0bf6ff8,1,0,0,,,,,,Off,Length,Off Side Drive,Front Foot,,Middled,No Movement,,,,,,,127,228,-77.34468085106369,46.714503343465026,Keeper Up,Rotational,No,Yes,F Clarke,"Ground Field ",Mid Off,,,,,,,,,,RHB,LM,20250615 16:53:19.983,0,Northamptonshire Steelbacks Women,Bowl,David Capel,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,59,7,6,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,5,No,8,30,32,3,1,6,4.58,4.60,8.32,8.37,5.955,-0.318,,,,,,,,,,,,,,,,,,,,,,,,5.955,-0.318,,,-0.6725624421831625,0.4062130725518698,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,13,7,78,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,C McDonald,f575247a-adb4-4ca9-8a52-a020f0bf6ff8,0,0,0,,,,,,Line,Yorker,On Side Drive,Front Foot,,Missed,In Swinger,,,,,,,178,142,-21.60851063829773,26.339597568388967,"Keeper Up,Play and Miss",Rotational,No,Yes,MK Pittman,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,LM,20250615 16:53:47.5,0,Northamptonshire Steelbacks Women,Bowl,David Capel,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,59,7,9,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,6,No,8,1,0,3,1,13,4.60,4.54,8.37,8.57,1.393,-0.176,,,,,,,,,,,,,,,,,,,,,,,,1.393,-0.176,,,-0.1879000925069368,0.22903997885555624,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,14,1,79,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,A Darlow,16ec16dc-965a-4654-a98b-d019855faddf,0,0,0,,,,,,Line,Length,Forward Defence,Front Foot,,Middled,No Turn,,,,,,,133,190,-27.63404255319142,62.56165227963518,Keeper Up,Defend,No,Yes,LJ Shaw,"Ground Field ",Short Cover,,,,,,,,,,RHB,ROB,20250615 16:54:46.953,0,Northamptonshire Steelbacks Women,Bowl,Lyn Wilson Centre,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,59,7,6,,1,1,9,T Lungley,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,1,No,8,31,32,2,1,6,4.54,4.48,8.57,8.78,4.500,-0.211,,,,,,,,,,,,,,,,,,,,,,,,4.500,-0.211,,,-0.24029602220166452,0.5440143676490016,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,14,2,80,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,A Darlow,16ec16dc-965a-4654-a98b-d019855faddf,0,0,0,,,,,,Line,Length,Back Defence,Back Foot,,Middled,No Turn,,,,,,,120,157,-14.076595744680617,95.38788936170201,Keeper Up,Defensive,No,Yes,EM Nightingale,"Ground Field ",Backward Point,,,,,,,,,,RHB,ROB,20250615 16:55:14.41,0,Northamptonshire Steelbacks Women,Bowl,Lyn Wilson Centre,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,59,7,6,,1,1,9,T Lungley,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,2,No,8,32,32,2,1,6,4.48,4.43,8.78,9.00,4.811,-0.211,,,,,,,,,,,,,,,,,,,,,,,,4.811,-0.211,,,-0.1224051803885271,0.829459907493061,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,14,3,81,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,A Darlow,16ec16dc-965a-4654-a98b-d019855faddf,0,0,0,,,,,,Off,Full,Off Side Drive,Front Foot,,Middled,No Turn,,,,,,,174,209,-54.74893617021257,21.811840729483208,Keeper Up,Rotational,No,Yes,A Darlow,"Ground Field ",Bowler,,,,,,,,,,RHB,ROB,20250615 16:55:25.703,0,Northamptonshire Steelbacks Women,Bowl,Lyn Wilson Centre,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,59,7,6,,1,1,9,T Lungley,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,3,No,8,33,32,2,1,6,4.43,4.37,9.00,9.23,2.134,-0.318,,,,,,,,,,,,,,,,,,,,,,,,2.134,-0.318,,,-0.4760777058279354,0.18966818025637572,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,14,4,82,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,A Darlow,16ec16dc-965a-4654-a98b-d019855faddf,4,0,0,,,,,,Off,Full,On Side Drive,Front Foot,,Middled,No Turn,,,,,,,311,300,-39.685106382978574,37.658989665653365,Keeper Up,Rotational,No,Yes,,,,,,,,,,,,,RHB,ROB,20250615 16:56:12.923,0,Northamptonshire Steelbacks Women,Bowl,Lyn Wilson Centre,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,63,7,6,,1,1,9,T Lungley,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,4,No,8,34,36,2,1,6,4.37,4.61,9.23,8.84,2.635,-0.347,,,,,,,,,,,,,,,,,,,,,,,,2.635,-0.347,,,-0.34508788159111803,0.3274694753535075,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,14,5,83,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,A Darlow,16ec16dc-965a-4654-a98b-d019855faddf,0,0,0,,,,,,Leg,Length,Flick,Front Foot,,Hit Pad,No Turn,,,,,,,159,176,-0.5191489361702679,101.04758541033422,"Around the Wicket,Keeper Up,Play and Miss",Rotational,Yes,Yes,MK Pittman,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,ROB,20250615 16:56:12.97,0,Northamptonshire Steelbacks Women,Bowl,Lyn Wilson Centre,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,63,7,6,,1,1,9,T Lungley,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,5,No,8,35,36,2,1,6,4.61,4.55,8.84,9.08,4.744,0.125,,,,,,,,,,,,,,,,,,,,,,,,4.744,0.125,,,-0.004514338575393634,0.8786746557420367,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,14,6,84,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,A Darlow,16ec16dc-965a-4654-a98b-d019855faddf,1,0,0,,,,,,Leg,Length,Leg Glance,Back Foot,,Middled,No Turn,,,,,,,225,189,-18.595744680851112,89.72819331306982,"Around the Wicket,Keeper Up",Rotational,Yes,Yes,A Darlow,"Ground Field ",Mid Wicket,,,,,,,,,,RHB,ROB,20250615 16:56:50.26,0,Northamptonshire Steelbacks Women,Bowl,Lyn Wilson Centre,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,64,7,6,,1,1,9,T Lungley,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,6,No,8,36,37,2,1,6,4.55,4.57,9.08,9.17,4.477,0.130,,,,,,,,,,,,,,,,,,,,,,,,4.477,0.130,,,-0.1617021276595749,0.7802451592440854,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,15,1,85,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,F Clarke,65c63c69-5214-474b-9e7c-f845553b1233,1,0,0,,,,,,Line,Length,Flick,Front Foot,,Middled,No Movement,,,,,,,324,198,2.4936170212765774,82.93655805471116,Keeper Up,Rotational,No,Yes,M Andrews,"Ground Field ",Deep Square Leg,,,,,,,,,,RHB,RM,20250615 16:57:38.057,0,Northamptonshire Steelbacks Women,Bowl,David Capel,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,65,7,6,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,1,No,8,37,38,3,1,6,4.57,4.59,9.17,9.26,6.132,-0.076,,,,,,,,,,,,,,,,,,,,,,,,6.132,-0.076,,,0.02168362627197024,0.7211874613453144,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,15,2,86,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,F Clarke,65c63c69-5214-474b-9e7c-f845553b1233,0,0,0,,,,,,Off,Length,Off Side Drive,Front Foot,,Missed,No Movement,,,,,,,175,138,-72.82553191489365,89.72819331306982,"Keeper Up,Play and Miss",Rotational,No,Yes,MK Pittman,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,RM,20250615 16:58:16.373,0,Northamptonshire Steelbacks Women,Bowl,David Capel,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,65,7,9,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,2,No,8,2,0,3,1,13,4.59,4.53,9.26,9.53,6.399,-0.424,,,,,,,,,,,,,,,,,,,,,,,,6.399,-0.424,,,-0.6332654949121187,0.7802451592440854,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,15,3,87,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,F Clarke,65c63c69-5214-474b-9e7c-f845553b1233,1,0,0,,,,,,Off,Back Of Length,Pull,Back Foot,,Middled,No Movement,,,,,,,216,247,-75.83829787234049,101.04758541033422,Keeper Up,Rotational,No,Yes,RA Knowling-Davies,"Ground Field ",Long On,,,,,,,,,,RHB,RM,20250615 16:58:34.76,0,Northamptonshire Steelbacks Women,Bowl,David Capel,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,66,7,9,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,3,No,8,3,1,3,1,13,4.53,4.55,9.53,9.64,7.122,-0.400,,,,,,,,,,,,,,,,,,,,,,,,7.122,-0.400,,,-0.6594634597594825,0.8786746557420367,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,15,4,88,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,F Clarke,65c63c69-5214-474b-9e7c-f845553b1233,1,0,0,,,,,,Off Wide,Length,Cut,Down the Track,,Middled,No Movement,,,,,,,139,244,-96.92765957446795,80.67267963525833,Keeper Up,Rotational,No,Yes,C McDonald,Ground Field Error,Mid Off,,,,,,,,,,RHB,RM,20250615 16:59:01.897,0,Northamptonshire Steelbacks Women,Bowl,David Capel,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,67,7,6,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,4,No,8,38,39,3,1,6,4.55,4.57,9.64,9.75,6.444,-0.596,,,,,,,,,,,,,,,,,,,,,,,,6.444,-0.596,,,-0.8428492136910257,0.7015015620457247,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,15,5,89,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,F Clarke,65c63c69-5214-474b-9e7c-f845553b1233,1,0,0,,,,,,Off,Back Of Length,Pull,Back Foot,,Middled,No Movement,,,,,,,321,195,-21.60851063829773,131.60994407294822,Keeper Up,Rotational,No,Yes,LJ Shaw,"Ground Field ",Deep Midwicket,,,,,,,,,,RHB,RM,20250615 16:59:28.567,0,Northamptonshire Steelbacks Women,Bowl,David Capel,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,68,7,9,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,5,No,8,4,2,3,1,13,4.57,4.58,9.75,9.87,7.256,-0.312,,,,,,,,,,,,,,,,,,,,,,,,7.256,-0.312,,,-0.1879000925069368,1.1444342962865064,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,15,6,90,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,F Clarke,65c63c69-5214-474b-9e7c-f845553b1233,1,0,0,,,,,,Off,Back Of Length,Pull,Back Foot,,Middled,No Movement,,,,,,,254,295,-47.21702127659569,114.63085592705163,Keeper Up,Rotational,No,Yes,RA Knowling-Davies,"Ground Field ",Deep Midwicket,,,,,,,,,,RHB,RM,20250615 16:59:52.45,0,Northamptonshire Steelbacks Women,Bowl,David Capel,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,69,7,6,,1,1,9,A Coyne,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,6,No,8,39,40,3,1,6,4.58,4.60,9.87,10.00,7.679,-0.341,,,,,,,,,,,,,,,,,,,,,,,,7.679,-0.341,,,-0.4105827937095277,0.9967900515395793,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,16,1,91,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,C McDonald,f575247a-adb4-4ca9-8a52-a020f0bf6ff8,4,0,0,,,,,,Line,Back Of Length,Off Side Drive,Front Foot,Moves Infront,Middled,No Movement,,,,,,,10,253,-66.79999999999995,91.99207173252273,Keeper Up,Aggressive,No,Yes,LJ Shaw,Ground Field Error,Extra Cover,,,,,,,,,,RHB,LM,20250615 17:01:05.873,0,Northamptonshire Steelbacks Women,Bowl,Lyn Wilson Centre,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,73,7,6,,1,1,9,T Lungley,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,1,No,8,40,44,4,1,6,4.60,4.81,10.00,9.52,7.768,-0.099,,,,,,,,,,,,,,,,,,,,,,,,7.768,-0.099,,,-0.5808695652173909,0.799931058543676,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,16,2,92,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,C McDonald,f575247a-adb4-4ca9-8a52-a020f0bf6ff8,1,0,0,,,,,,Off Wide,Full,Cut,Front Foot,,Middled,No Movement,,,,,,,41,185,-105.96595744680849,41.05480729483273,Keeper Up,Rotational,No,Yes,M Andrews,"Ground Field ",Deep Cover,,,,,,,,,,RHB,LM,20250615 17:01:22.2,0,Northamptonshire Steelbacks Women,Bowl,Lyn Wilson Centre,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,74,7,6,,1,1,9,T Lungley,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,2,No,8,41,45,4,1,6,4.81,4.83,9.52,9.64,2.933,-0.702,,,,,,,,,,,,,,,,,,,,,,,,2.933,-0.702,,,-0.9214431082331173,0.3569983243028933,Newbery,White,,,,,,,,,,,,,,,,,,
Vitality Blast - Women League Two,Northamptonshire Steelbacks Women v Derbyshire Falcons Women,15/06/2025,14:30 UTC+1,2,16,3,93,P Smart,1bbbf329-91ba-47b6-99df-0d85ad0d4e7a,C McDonald,f575247a-adb4-4ca9-8a52-a020f0bf6ff8,1,0,0,,,,,,Leg,Back Of Length,On Side Drive,Front Foot,,Middled,No Movement,,,,,,,268,283,-44.55752212389393,95.42912667509486,"In Air,Keeper Up",Rotational,No,Yes,JA Couser,"Ground Field ",Deep Midwicket,,,,,,,,,,RHB,LM,20250615 17:01:55.257,0,Northamptonshire Steelbacks Women,Bowl,Lyn Wilson Centre,A Butcher,d5ddb343-f8ee-4fb7-866d-4f836d0b6c99,75,7,9,,1,1,9,T Lungley,Derbyshire Falcons Women won by 17 runs,Derbyshire Falcons Women,Northamptonshire Steelbacks Women,Northamptonshire Steelbacks Women,Derbyshire Falcons Women,"County Ground, Northampton",65,65,65,65,Yvette.Bailey,,,,,,,Yes,3,No,8,5,3,4,1,13,4.83,4.84,9.64,9.78,7.764,0.170,,,,,,,,,,,,,,,,,,,,,,,,7.764,0.170,,,-0.3874567141208168,0.8298184928269119,Newbery,White,,,,,,,,,,,,,,,,,,
